bill_id,title,created_at,updated_at,subjects
HB 605,Establish Aging Subcommittee/HHS Oversight.,2013-04-13,2014-03-05,Senior Issues|Legislative Affairs|Drugs|Public Services|Other|Health|State Agencies
HB 606,Nonpartisan Redistricting Process.,2013-04-13,2014-03-05,Campaign Finance and Election Issues|State Agencies|Other|Public Services|Legislative Affairs
HB 607,Require Use of Paper Ballots.,2013-04-13,2014-03-05,Legislative Affairs|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Technology and Communication|State Agencies
HB 608,ETJ Powers Limited.,2013-04-13,2014-03-05,Public Services|Other|Municipal and County Issues
HB 609,NC Cancer Treatment Fairness Act.,2013-04-13,2014-03-05,Drugs|Public Services|Health|Insurance
HB 61,Reform Oversight of State-Owned Vehicles.,2013-02-05,2014-12-03,"Transportation|Legal Issues|Public Services|Other|Budget, Spending, and Taxes|Housing and Property|State Agencies"
HB 610,Modify Requirements for In-Stand Beer Sales.,2013-04-13,2014-03-05,Commerce|Recreation|Legal Issues|Legislative Affairs|Public Services|Other|State Agencies
HB 611,Suspension Removed When Eligibility Met.,2013-04-13,2014-03-05,Transportation|Legal Issues|Family and Children Issues|Public Services|Crime|Education|Legislative Affairs
HB 612,Confinement of Animals in Motor Vehicles.,2013-04-13,2014-03-05,Transportation|Legal Issues|Public Services|Crime|Labor and Employment|Animal Rights and Wildlife Issues
HB 613,Omnibus Act Regarding Coal-Based Energy.,2013-04-13,2014-03-05,Commerce|Legal Issues|Energy|Environmental|Health|State Agencies|Business and Consumers|Public Services
HB 614,NC Agriculture and Forestry Act.,2013-04-13,2014-04-09,"Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Agriculture and Food|Environmental|Other|Budget, Spending, and Taxes"
HB 615,Remove Revocation for DWLR.,2013-04-13,2014-03-05,Legal Issues|Public Services|Transportation|Judiciary|Crime
HB 616,Transitional Mortgage Loan Originator.,2013-04-13,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|Housing and Property
HB 618,Amend Firearm Restoration Law.,2013-04-13,2014-06-17,Public Services|Guns|Judiciary|Crime
HB 619,Protection Against Suspension of Rights.,2013-04-13,2014-03-05,State Agencies|Public Services|Legislative Affairs|Executive Branch
HB 62,Pamlico and Neuse River Ferries/No Tolling.,2013-02-05,2014-03-05,Public Services|Transportation
HB 620,Streamline Sales for Mechanics Liens.,2013-04-13,2014-03-05,Commerce|Transportation|Legal Issues|Public Services|Housing and Property|State Agencies
HB 621,Electronic Vehicle Lien/Title.,2013-04-13,2014-03-05,Commerce|Transportation|Legal Issues|Public Services|Other|Technology and Communication|Housing and Property|State Agencies
HB 622,Appointee Serves at Pleasure of Appointer.,2013-04-13,2014-03-05,State Agencies|Other|Executive Branch|Legislative Affairs|Public Services
HB 623,Modify Weight Limits for Line Trucks.,2013-04-13,2014-03-05,Public Services|Transportation|Legislative Affairs
HB 624,Enabling Patriots Act.,2013-04-13,2014-03-05,Legal Issues|Public Services|Agriculture and Food|Housing and Property|Education|Guns
HB 625,Zoning/Health Care Structure.,2013-04-13,2014-08-02,Senior Issues|Legislative Affairs|Municipal and County Issues|Public Services|Other|Health|Housing and Property|Legal Issues
HB 626,Notify Law Enforcement of Towed Vehicles.,2013-04-13,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Crime|Other
HB 628,Protect/Promote Locally Sourced Bldg. Mtrl's.,2013-04-13,2014-03-05,Housing and Property|Public Services|Environmental|Legislative Affairs|Commerce
HB 629,Amend Definition of Special Purpose Project.,2013-04-13,2014-03-05,Commerce|Legislative Affairs|Public Services|Agriculture and Food|Environmental|Other|Business and Consumers
HB 630,Public Private Partnership for Econ. Dev.,2013-04-13,2014-03-05,"Commerce|Public Services|Labor and Employment|Other|Federal, State, and Local Relations|Business and Consumers"
HB 632,Property Owners Protection Act/Study.,2013-04-13,2014-03-05,"Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Other|Budget, Spending, and Taxes|Housing and Property|State Agencies"
HB 633,Various Election Changes.,2013-04-13,2014-03-05,"Legislative Affairs|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Labor and Employment|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Education|Resolutions"
HB 634,Standardize Emergency Hospital Codes.,2013-04-13,2014-03-05,Legal Issues|Public Services|Crime|Other|Health|Technology and Communication|State Agencies
HB 635,Involuntary Commitment Custody Orders.,2013-04-13,2014-03-05,Labor and Employment|Public Services|Health|Judiciary|Legislative Affairs
HB 636,Creek Name Change.,2013-04-13,2014-03-05,Environmental|Public Services|Other|Municipal and County Issues|Legislative Affairs
HB 637,Expunction of Marijuana Offense.,2013-04-13,2014-03-05,Drugs|State Agencies|Public Services|Judiciary|Crime
HB 638,Increase Membership of Area Boards.,2013-04-13,2014-03-05,State Agencies|Other|Public Services|Municipal and County Issues
HB 639,WC Ins. Cancellation/Elec. Communications.,2013-04-13,2014-03-05,Labor and Employment|Public Services|Insurance
HB 640,Reporting of Gifts.,2013-04-13,2014-03-05,Government Reform|Legal Issues|Legislative Affairs|Public Services|Campaign Finance and Election Issues|State Agencies
HB 641,Amend Conditional Discharge/1st Drug Offense.,2013-04-13,2014-03-05,Drugs|Public Services|Judiciary|Legislative Affairs|Crime
HB 642,Lower Corporate Income Tax Rate.,2013-04-13,2014-03-05,"Public Services|Business and Consumers|Budget, Spending, and Taxes"
HB 643,Protect Officers from Retaliation.,2013-04-13,2014-03-05,Government Reform|Legal Issues|Municipal and County Issues|Public Services|Civil Liberties and Civil Rights|Labor and Employment|Crime
HB 644,Prevent Hazardous Drug Exposure.,2013-04-13,2014-11-01,Municipal and County Issues|Legislative Affairs|Drugs|Public Services|Labor and Employment|Other|Health|State Agencies
HB 645,Energy Savings Contracting Amendments.,2013-04-13,2014-03-05,Municipal and County Issues|Labor and Employment|Public Services|Environmental|State Agencies|Business and Consumers
HB 646,Airports Exempt From Local Tree Ordinances.,2013-04-13,2014-03-05,Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Environmental|Other|Legal Issues
HB 647,Nondiscrimination in State/Teacher Employment.,2013-04-13,2014-03-05,Municipal and County Issues|Public Services|Sexual Orientation and Gender Issues|Civil Liberties and Civil Rights|Labor and Employment|State Agencies|Education
HB 648,Vote Centers for Second Primaries.,2013-04-13,2014-03-05,Campaign Finance and Election Issues|State Agencies|Public Services|Municipal and County Issues
HB 649,Small Group Health Ins. Technical Changes.,2013-04-13,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime|Labor and Employment|Other|Health|Business and Consumers|Insurance
HB 65,Restore Partisan Judicial Elections.,2013-02-05,2014-03-05,Campaign Finance and Election Issues|State Agencies|Public Services|Judiciary
HB 650,Guaranty Association Act Amendments.,2013-04-13,2014-03-05,"Senior Issues|Legislative Affairs|Public Services|Health|Budget, Spending, and Taxes|Federal, State, and Local Relations|Business and Consumers|Insurance"
HB 651,Disclosure of Premium Increases Due to PPACA.,2013-04-13,2014-03-05,Commerce|Public Services|Other|Health|Insurance
HB 652,Modify Judicial Discipline.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Civil Liberties and Civil Rights|Family and Children Issues|Other|State Agencies|Business and Consumers
HB 653,Citizens United Disclosures.,2013-04-13,2014-03-05,"Commerce|Government Reform|Public Services|Campaign Finance and Election Issues|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers"
HB 654,Energy Savings Incentives/State Agencies.,2013-04-13,2014-03-05,"Commerce|Public Services|Budget, Spending, and Taxes|Environmental"
HB 655,Political Robo Calls.,2013-04-13,2014-03-05,Campaign Finance and Election Issues|Commerce|Public Services|Technology and Communication
HB 656,Forfeiture for Speeding to Elude Revisions.,2013-04-13,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime
HB 657,Study/Highway Patrol Warning Tickets.,2013-04-13,2014-03-05,Transportation|Legal Issues|Legislative Affairs|Public Services|Judiciary|Crime|State Agencies
HB 658,Use Actual Alcohol Concentration Result.,2013-04-13,2014-03-05,Transportation|Legal Issues|Drugs|Public Services|Crime|Education
HB 659,County and City Ethics.,2013-04-13,2014-03-05,"Legal Issues|Municipal and County Issues|Public Services|Budget, Spending, and Taxes|State Agencies|Education"
HB 66,Captivity License and Permit Amendments.-AB,2013-02-05,2014-12-03,Legal Issues|Legislative Affairs|Resolutions|Public Services|Environmental|State Agencies|Animal Rights and Wildlife Issues
HB 660,Amend Funeral Procession Law.,2013-04-13,2014-03-05,Public Services|Other|Transportation|Legal Issues|Crime
HB 661,Rewrite Landscape Contractor Laws.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Labor and Employment|Public Services|Executive Branch|Environmental|Other|Housing and Property|State Agencies
HB 662,Limited License/Install Backflow Assemblies.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Agriculture and Food|Labor and Employment|Other|Housing and Property|State Agencies
HB 663,Define Practice of Law.,2013-04-13,2014-07-09,Agriculture and Food|Public Services|Other|Legal Issues
HB 664,Cell Tower Deployment Act.,2013-04-13,2014-09-20,Technology and Communication|Public Services|Municipal and County Issues|Legislative Affairs|Legal Issues
HB 665,Inspection Requirements for Salvaged Vehicles.,2013-04-13,2014-03-05,Commerce|Transportation|Legal Issues|Public Services|Other|State Agencies
HB 666,Study/Silent Alarms in Schools.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Other|Health|Housing and Property|State Agencies|Education
HB 669,2013 Appointments Bill.,2013-04-13,2014-03-05,"Legislative Affairs|Public Services|Recreation|Crime|Labor and Employment|Other|Health|Housing and Property|Business and Consumers|Animal Rights and Wildlife Issues|Campaign Finance and Election Issues|Government Reform|Transportation|Legal Issues|Municipal and County Issues|Drugs|Judiciary|Environmental|Federal, State, and Local Relations|Arts and Humanities|Budget, Spending, and Taxes|Commerce|Social Issues|Gambling and Gaming|Family and Children Issues|Senior Issues|Civil Liberties and Civil Rights|Technology and Communication|Military|Agriculture and Food|State Agencies|Education|Insurance|Science and Medical Research"
HB 67,Permanent License Plates for Charter Schools.,2013-02-05,2014-03-05,Public Services|Education|Transportation|Legal Issues
HB 670,DSS Study/Extend Foster Care to Age 21.,2013-04-13,2014-03-05,"Family and Children Issues|Legislative Affairs|Public Services|Health|Budget, Spending, and Taxes|State Agencies"
HB 671,Mills River/Deannexation.,2013-04-13,2014-03-05,"Municipal and County Issues|Legislative Affairs|Environmental|Budget, Spending, and Taxes|Housing and Property|Legal Issues"
HB 672,Charter School Election.,2013-04-13,2014-03-05,Senior Issues|Municipal and County Issues|Public Services|Labor and Employment|Health|State Agencies|Education|Insurance
HB 673,Bioptic Lenses for Drivers License Tests.,2013-04-13,2014-03-05,Health|Public Services|Education|Transportation|Legal Issues
HB 674,Study Medicaid Provider Hearings.,2013-04-13,2014-03-05,Legislative Affairs|Public Services|Labor and Employment|Other|Health|Business and Consumers|Insurance|Welfare and Poverty
HB 675,Amend Pharmacy Laws.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Health|State Agencies
HB 676,Eliminate Dietetics/Nutrition Board.,2013-04-13,2014-03-05,Senior Issues|Legal Issues|Public Services|Labor and Employment|Health|State Agencies|Insurance|Welfare and Poverty
HB 677,Consolidation of Certain Fire Districts.,2013-04-13,2014-06-27,Commerce|Legislative Affairs|Municipal and County Issues|Environmental|Drugs|Public Services|Labor and Employment|Other|Health|State Agencies|Legal Issues
HB 678,Study/Access to Credit.,2013-04-13,2014-03-05,Commerce|State Agencies|Business and Consumers|Public Services|Legislative Affairs
HB 679,Utilities/The Military Good Neighbor Act.,2013-04-13,2014-03-05,Military|State Agencies|Public Services|Legislative Affairs|Commerce
HB 68,Establish Ombudsman/Foster Care/Gaston County.,2013-02-05,2014-03-05,Public Services|Municipal and County Issues|Other|Family and Children Issues|Legislative Affairs
HB 680,Start-Ups Act/New Markets Tax Credit Act.,2013-04-13,2014-07-23,"Commerce|Public Services|Labor and Employment|Budget, Spending, and Taxes|State Agencies|Business and Consumers"
HB 681,Full-Service Community Schools Pilot Program.,2013-04-13,2014-03-05,Public Services|Other|Education|State Agencies|Legislative Affairs
HB 682,New Markets Jobs Act.,2013-04-13,2014-03-05,"Commerce|Public Services|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|State Agencies|Business and Consumers"
HB 683,Commonsense Consumption Act.,2013-04-13,2014-03-05,Legal Issues|Legislative Affairs|Public Services|Judiciary|Agriculture and Food|Health
HB 684,Increase Driveway Safety on Curvy Roads.,2013-04-13,2014-03-05,Public Services|Other|Transportation|Legislative Affairs
HB 685,Prohibited Imitation Controlled Substances.,2013-04-13,2014-03-05,Drugs|Commerce|Public Services|Crime
HB 686,NC Seafood Park/Name Change.,2013-04-13,2014-03-05,Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Agriculture and Food|Environmental|Other
HB 687,Homeless Shelters/Remove Age Limits.,2013-04-13,2014-03-05,Legislative Affairs|Family and Children Issues|Public Services|Other|Housing and Property|Welfare and Poverty
HB 688,Amend Continuing Ed Req's/Cert. Well K'ors.,2013-04-13,2014-06-18,Legal Issues|Legislative Affairs|Public Services|Agriculture and Food|Labor and Employment|Other|Housing and Property|State Agencies|Education
HB 689,Ella Baker Voter Empowerment Act.,2013-04-13,2014-03-05,"Transportation|Legal Issues|Municipal and County Issues|Public Services|Immigration|Campaign Finance and Election Issues|Labor and Employment|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Education|Legislative Affairs"
